Volatility (%),Return (%),Sharpe Ratio
12.414364129102013,9.41824898488085,0.7553547557783089
13.897745709676634,9.973572795817676,0.7146894901740709
15.188954769564427,14.259039735986844,0.9360775610759537
14.072052845659378,11.513611590102515,0.8152763293268417
15.582338131483652,13.10118584461057,0.8381403185073266
15.915171123839688,12.718424754919127,0.7965622647895586
13.153199418470699,8.798419170473979,0.6658014443372736
14.061293318211057,11.555073824501417,0.8188488472528564
12.992655798969297,9.659421779706872,0.7402968206446212
17.425557706956944,9.348063600006249,0.5341042023745682
13.805014701319262,8.258310439131897,0.5952409770593448
13.856719510439177,11.41942310477629,0.8211484035744663
13.542510922103462,10.945493084739107,0.8052046734510139
17.571696188022862,12.704039306825981,0.7206497979095099
12.836256921632588,8.758978083806214,0.6791682448420028
13.65840974323979,10.995381527767567,0.8020246671241812
14.040399775118646,13.277648947217891,0.9427544200468492
14.44735102665666,10.130565989109755,0.6983678856070984
14.55794788979968,10.920330814309246,0.7473121140880075
12.315429124152992,10.484943484140288,0.8480373179735694
12.012763332301342,8.999129441769831,0.7457176333177356
14.271530260155332,12.012650320227507,0.8388483997158415
14.944010811453335,10.572487831707393,0.7047296716110435
14.831854312893478,8.90310200154333,0.5975046554926996
15.019854177772121,9.894114411936316,0.6560059968170622
14.885968187112638,12.424988239356164,0.8319235997076404
16.305980518678805,11.787460485640809,0.7203774389516178
16.246172601945137,12.157913313836447,0.7458318713409275
14.884017703444139,10.847482876629142,0.7260460913136739
13.072158293970324,8.680155319508689,0.6608820919414351
15.487957870028996,11.28268360353551,0.725833818626888
15.817194554540592,10.834372277950651,0.6823822164375054
12.741340862045803,9.581481678068704,0.7487816063761474
13.444863096087841,7.613598922009919,0.5632336207434777
13.25611321780612,10.311381215579843,0.7747656531617633
12.3299966900334,8.410314998701113,0.678776743343833
14.633479607609162,9.841827264147158,0.6697537104606954
12.838412903287377,10.190866865541897,0.7905857945216066
11.718775707496333,8.642154993938487,0.7339636160487696
13.018069923770867,7.717161359517657,0.5896543346645468
15.454442962529246,12.585683576107746,0.8117202028260425
11.203784889717586,10.428099599071402,0.9271063039245151
16.196678908272684,12.151746197366817,0.7477302146911785
15.39804390461824,12.975032768259839,0.8399789511173308
15.233831465226233,13.340378990966187,0.8730160249786301
13.98536056171778,9.283083318251839,0.6608398315843392
17.21418825601252,12.520040232776624,0.724927603160026
13.75915931430996,9.20683645992788,0.6661625358458579
14.38816925074341,8.739660713863902,0.604570363489049
16.26828061152596,12.1950647143889,0.7471019835850282
16.628614792594146,12.54399754786449,0.751896517167078
13.53435814079553,9.06665945616939,0.666870150935645
14.70392674773627,12.630460191857026,0.8561971511314298
